label,text
sports,"The mission to revive hockey at UMass is now underway. At the  4 PM Saturday
afternoon press conference held at the new Mullins Center Arena - former
Boston College Asst. Coach Joe Mallen was awarded the 4 year, $85,000/year
contract as Head Coach for the UMass Minutemen. 

Mallen was the third viable pick for the position, right behind Jeff Jackson
(Lake Superior) and second behind Shawn Walsh (UMaine). Previous offers for 
the position were rumored to have been offered to the asst. coaches of
Brown, RPI and the head coach of the AHL Springfield Indians.

UMass hockey was disbanded in 1979 due to financial constraints that had
undermined the team's position over a period of years. In late November
of last year, the $52 million Mullins Sports Center was opened following
its one year construction deadline. 

The Minutemen are slated to play an independent Div II/Div III schedule this
upcoming winter before officially entering Hockey East for the Winter 1994
season. Mallen has yet to comment on player recruitment strategies or
potential team candidates for the Minutemen - it is expected that he will
leverage off his inside contacts within New England, the Bay State and
Europe to draw on competitive, top ice players for the University.

UMass has slated 18 hockey scholarships for the upcoming Fall semester ; 
expect to hear more from me as I hear more from my sources.

.... J.D.


+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
Jim Doyle 	Univ. of Massachusetts - Dept. of Computer Science

Staff Programmer	PUMA/DCC/CNET	 email:	doyle@gaia.cs.umass.edu"
sports,"

You wouldn't have to put my name at the bottom if you simply appended a 
standard disclaimer that the opinions expressed in your petition in no
way claim to represent the views of either rec.sport.hockey or the internet
as a whole.  You have surely seen these disclaimers appended to the postings
of many who work for companies and post on the net.  The disclaimers, clever
though some of them may be, are there for a reason.

 
-- "
sports,"Hartford                         1 1 3--5
NY Rangers                       1 2 1--4
First period
     1, Hartford, Cunneyworth 5 (Janssens, Greig) 12:21.
     2, NY Rangers, Graves 34 (Turcotte, Zubov) 18:39.
Second period
     3, NY Rangers, Kovalev 19 (Turcotte, Graves) 2:12.
     4, Hartford, Sanderson 44 (Cassels) pp, 4:54.
     5, NY Rangers, Amonte 30 (Andersson, Vanbiesbrouck) pp, 19:13.
Third period
     6, NY Rangers, M.Messier 25 (Amonte, Andersson) 2:26.
     7, Hartford, Sanderson 45 (Cassels) sh, 5:23.
     8, Hartford, Nylander 6 (Ladouceur) 8:35.
     9, Hartford, Verbeek 36 (Zalapski) 17:43.

Hartford: 5    Power play: 4-1   Special goals:  pp: 1  sh: 1  Total: 2
Scorer            G    A   Pts
---------------  ---  ---  ---
Cassels            0    2    2
Cunneyworth        1    0    1
Greig              0    1    1
Janssens           0    1    1
Ladouceur          0    1    1
Nylander           1    0    1
Sanderson          2    0    2
Verbeek            1    0    1
Zalapski           0    1    1"
sports,"so all us hockey/automobile racing fans all know exactly where we stand
	ESPN delays the martinsville race by a day for the NFL draft
	ESPN shows baseball instead of the overtime of a NHL playoff game

	gimme a break, guys

=>  >>Does anyone know why this race is tape delay? Especially until Monday???
=>  >Is this the weekend for the NFL draft?
=>  >If so, postponing the race for a day is
=>  >a real slap in the face for racing fans.
=>  I'm afraid you're right (as usual). As I recall they've been doing this
=>  ever since they started covering the draft live. I wish they could work
=>  out some kind of a deal with somebody else such as TNN to get the race
=>  on live, but I guess ESPN isn't much into sharing. It also clarifies
=>  where auto racing stands on their priority list (as if we didn't already
=>  know ;-)
-- "
sports,"That would be Clint Malarchuck.  It was speculated at the time, that
the injury was so serious that had he been playing at the other end
of the rink at the time (he was playing in the same end as the
ambulence is parked), he never would have survived.  Ditto, if he
were playing anything other than a league with an ambulance on 
standby.

If you've seen video tape of the incident, it is amazing how much blood
there was.  It was literally spurting out all over the ice, as Clint
grabbed his neck and watched the puddle in horror.  

Amazingly enough, he made a full recovery, and played again in the
NHL.  He was getting on in years at the time of the incident anyway,
and didn't play for too long afterward.  Some people speculated that
he just couldn't get himself back together after the incident, and I
think he had a bunch of other personal problems dogging him afterward.
He did eventually get back to form, and played another year or so after
that, and then I believe he retired.

Anyone else?

-- 


-----------------------------------------------------------------------------
Carol Boudreau            #44                         a.k.a. The X-Terminator
boudreau@athena.mit.edu                           Go Flames!  Rock the Kings!"
sports,"Them thar's fighting words...hardly a force...geez...miss the playoffs
once in 15 years, and even after making the final four 3 times in the
last five years, and everyone thinks its doomsville.


Fedorov, Primeau, Kozlov, Lidstrom, Sillinger, Konstantinov, Drake,
Kennedy, Racine, and Cheveldae were already in the pipeline due to
Devellano...Murray inherited these guys...in addition to Yzerman,
Probert, Carson, Chiasson, etc.


No...Quinn had far less...Murray took over Detroit at a time to 
take advantage of all of Devellano's good drafting...if Devellano
had not given in to Demers request to make the Oates trade, he might
still be GM."
sports,"Thanks for the 41 people who have entered this year's TEAM POOL.

Here is a summary of what was picked:

1st Round:
Pittsburgh 41, New Jersey 0
Chicago 40, St. Louis 1
Boston 40, Buffalo 1
Vancouver 30, Winnipeg 11
Calgary 27, Los Angeles 14
Detroit 26, Toronto 15
Washington 24, New York Islanders 15 (2 people picked New Jersey)
Quebec 23, Montreal 18

2nd Round:
Pittsburgh 38, Washington 2, New York Islanders 1
Boston 31, Quebec 6, Montreal 4
Detroit 21, Chicago 15, Toronto 5
Calgary 18, Vancouver 14, Los Angeles 8, Winnipeg 1

3rd Round:
Pittsburgh 31, Boston 7, Quebec 2, Washington 1
Detroit 18, Chicago 11, Toronto 5, Vancouver 3, Calgary 2, Los Angeles 2

Finals:
Pittsburgh 26, Boston 5, Detroit 4, Toronto 2, Quebec 2, Los Angeles 1, Chicago
1

Good luck to all!"
sports,"


I have one complaint for the cameramen doing the Jersey-Pitt series:  Show
the shots, not the hits.  On more than one occassion the camera zoomed in
on a check along the boards while the puck was in the slot.  They panned
back to show the rebound.  Maybe Mom's camera people were a little more 
experienced.

"
sports,"
Dale Hawerchuk and Troy Murray were both captains of the Jets
when they were traded.  (Murray this year in mid-season, Hawerchuk
a few years ago in the off-season.)"
sports,"Close Roger, but no banana, er avocado or is it artichoke ?!?

	Geracie in the Murky News said Kingston will be the new 49ers
	quarterback.  I'm still trying to determine if he is kidding
	or not :).  If I happen to pound down enuff pints sometime 
	this week I'll go back and check what stooper idiot Purdy
	said in his column.  That ought to be worth a few Leafs, I
	mean Laughs.   If I'm really depressed I'll read the SF Comicle.

	mark

 just say"
sports,"#21	PETER AHOLA		Season: 2nd
Acquired:	'92-93, trade with Pittsburgh for future considerations
Grade:		I (B)

It is way too early to tell about Ahola, who was acquired probably because the
Penguins figured that they would lose him in the expansion draft.  Ahola had
only played 50 games this season (I think it's actually less; the San Jose
Mercury News may be in err here), 20 of them with the Sharks.  In the games he
has played, he appeared quite solid defensively, although he hasn't been
spectacular, and his offense isn't anything to write home about (8 points);
it's even possible that the trade may be for future considerations which turn
out to be ... Peter Ahola.

#24	DOUG WILSON		Season: 16th
Acquired:	'91-92, trade with Chicago for RW Kerry Toporowski and
		2nd round pick in '92 entry draft
Grade:		I (B)

I have often been accused of overly down on Wilson; I may have had too high
expectations for him, but his legs, knees, et al., are giving out.
Nevertheless, when he was playing, he exhibited a strong shooting and
playmaking abilities, even if he has lost a step on defense, which,
unfortunately, he demonstrated this year as well, as at times he was slow to
catch the opponent forwards, and his offensive output was only good enough for
2nd place on the team (20 points in 42 games).  But next year, which may be
Wilson's last, if he can stay healthy, he can still be a contributor.

#29	DEAN KOLSTAD		Season:	2nd
Acquired:	'91-92, from Minnesota in dispersal draft
Grade:		I (C-/D+)

It's probably somewhat unfair for me to judge Kolstad on just a handful of
games (forgetting exact number, but no more than 15), but at age 25 he's
quickly running out of time if he wants to make it to the NHL.  In those games,
he did not impress anyone; after generating 7 shots in the first period of
the first game he played, he scored just 2 points in his tenure up here with
the Sharks, and was even less impressive defensively, as he appeared awkward
with his movement and was prone to giveaways.  He needs to make a leap in
his level of performance to have any chance of making the team.

#38	PAT MACLEOD		Season: 2nd
Acquired:	'91-92, from Minnesota in dispersal draft
Grade:		I (?)

MacLeod was on the roster a lot longer than Kolstad, but it appears to my
memory that he played less than Kolstad, because the Sharks were reluctant to
use him, but were even more reluctant to send him to the minors, figuring that
he wouldn't clear waivers; in fact, he has played the past 4-5 weeks with
Kansas City, but is still technically there on a rehabilitation assignment,
a ""rehab assignment"" that will include him playing in the Turner Cup playoffs.
Since he has played so little, I can't even give a tentative grade on him, but
he demonstrated last year excellent offensive skills but terrible defensive
skills.

#41	TOM PEDERSON		Season: 1st
Acquired:	'91-92, from Minnesota in dispersal draft
Grade:		I (B+)

Called up in the middle of the season when the defensive corps was decimated
by injuries, Pederson impressed many Sharks fan here on net, including yours
truly.  He demonstrated very good offensive skills, scoring 20 points in
43 games.  However, his size (5' 9"", 165 lbs.) is of concern, and soon after
he began to shine offensive did teams begin to push him around physically,
on both sides of the ice, although he had appeared fearless in his approach.
But to be successful, he probably needs to bulk up to have a fighting chance
on surviving against some of the bigger players in the league.

#45	CLAUDIO SCREMIN		Season: 1st
Acquired:	'91-92, from Minnesota in dispersal draft
Grade:		I (D+/D)

He played all of ~5 games in the league this year, but was thoroughly
umimpressive, just as he was at the end of last season; again, it may be a
small sample, but just as in the case of Kolstad, Scremin, at age 25, is
quickly running out of time.  He was not a contributor on either offense or
defense in the games he played with the Sharks.  The only notable thing that
will go down in Scremin's entry of league stats is probably the fact that he
was once traded for now Capitals goaltender Don Beaupre."
sports,"
Note that this ominous prospect is fueled by the fact that various SC
and Prime outlets are wholly or partly owned by local NHL owners.
When/If Cablevision VP Chuck Dolan's purchase of the Islanders goes
through, the Islanders will be back solidly in the SCNY fold (their
original owners were, and they've remained due to a lucrative TV
contract).  The Flyer Snyders own the Philadelphia SC as well as the
Prism pay channel.  There are six teams affiliated with regional SC's,
another half dozen affiliated with Prime outlets, and other locals
like HTS and NESN who have barter arrangements.  With all this
cross-ownership, I was surprised that ESPN got the deal this 
season!!

gld"
sports,"Well, since the Oilers didn't win a heck of a lot of games, I'm not sure
they deserve and MVP (""can't win without him"").  However, I'd suggest Kelly
Buchberger instead of Dave Manson, who has had a brutal year, his pick for
the All-Star game notwithstanding.

As for biggest surprise, I'd say that Buchberger had higher expectations
this year due to his ""breakthrough"" year (for him) last year, so he didn't
really raise his game.  My suggestion would be Shjon Podein, one of the
callups from Cape Breton during the year.  He was quite far down on the
depth chart in the Oilers stable of prospects, but made a big impact on
the team.  He has 12 goals in his 33 games and is only -1.  Those are decent
numbers for a third-line player who was seemingly doomed to minor-league
oblivion.  The Oilers coaching staff likens his style to John Tonelli.
I think he'll be on the full-time roster next year.

As for biggest disappointment, you could name any of the players the Oilers
dumped for lousy production this year (Nicholls, Gilchrist, Tikkanen) or
even Shayne Corson, but Mellanby isn't far off.

-- 
Andrew Scott                    | andrew@idacom.hp.com
HP IDACOM Telecom Division      | (403) 462-0666 ext. 253"
sports,"My votes (FWIW):

Team MVP: Pat Verbeek. He fans on 25% of goal mouth feeds, but he still has 
36 goals after a terrible start and has been an examplary (sp?) team captain
throughout a tough couple of seasons. Honorable mention: Nick Kypreos and
Mark Janssens. Probably more appropriate in the unsung heroes category than
MVP, but Kypreos (17 goals, 320+ PIM) has been the hardest working player on
the team and Janssens is underrated as a defensive center and checker. I guess
I place a greater emphasis on hard work than skill when determining value.

Biggest surprise: Geoff Sanderson. He had 13 goals and 31 points last season
as a center, then moved to left wing and has so far put up 45 goals and 80+
points. He now has a new Whaler record 21 power play goals, most all coming
from the right wing faceoff circle, his garden spot. Honorable mention: Andrew
Cassels and Terry Yake. The kiddie quartet of Sanderson, Poulin, Nylander, and
Petrovicky have been attracting the most attention, but Cassels is just 23
and will score close to 90 points this season. He has quite nicely assumed the
role of number one center on the team and works very well with Sanderson. Yake
bounced around the minors for a number of seasons but is still 24 and will put
up about 20 goals and 50 points this season. Yake, like Sanderson, started
performing better offensively once he was converted from center to wing, 
although lefty Sanderson went to the left wing and righty Yake went to the
right side.

Biggest disappointment: Hands down, John Cullen. Cullen had a disasterous 77
point season last year, his first full season after The Trade. Cullen started
the season off of summer back surgery, and fell flat on his face (appropriate,
since he spent all of his Whaler career flat on his ass, and whining about it).
Cullen scored just 9 point on 19 games, was a clubhouse malcontent, commanded
the powerplay to a 9% success percentage (>21% with Sanderson), and sulked his
way out of town. Worst of all, his 4 year, $4M contract had three years left
to run, so no one would give up any more than the 2nd round draft pick the 
Maple Leafs offered to Hartford. Honorable mention: Steve Konroyd, also subpar
after signing a 3 year, $2.1M contract; Eric Weinrich, who showed flashes of
competence, but overall has played poorly; Jim McKenzie, who was a much better
hockey player two seasons ago than he is now; and Frank Pietrangelo, who only
seemed to play well when Sean Burke was out for an extended period and he got
to make a number of starts in a row."
sports,"Here's one from the mill.  The Oilers MIGHT move to Hamilton
where Porklington can get a free deal.

Given what Labour relations and Puck has been like, it WOULD be a sigh of relief.

This WAY w4e can can BOTH elements!!"
sports,"

I think a compromise would work; namely honouring personages in 
Conference names, and using geographical references in the divisional 
names.  Although I still do not think the move will draw fans to the
game; IMO it's a cosmetic change that Bettman and the owners _hope_ 
will have an effect.  And it doesn't say much for the mentality of 
anybody it works on, either.  


Surprise, I agree totally.  The points system is fine, if everybody at all
times has played the same number of games.  Since this is almost never the
case, winning percentage is the way to go.  I don't particularly care if it 
is an ""American"" thing either, if it works.  

"
sports,"If you are interested in receiving the final player stats for
the 1992-1993 NHL Season as well as playoff box scores, stats and
scores/updates...
then e-mail my stat server

mmilitzo@skidmore.edu"
sports,"
Actually it was in the third period, his return did bring a spark to the
crowd, and to the players, who played awesome defense in the third.


You forgot about Gretzky.  If any of these guys start scoring, the Kings
will be unstoppable, if they continue the great defensive work as well.


Stauber will be in net on Tuesday.  Hopefully he will provide another
stellar performance and earn the name Robb ""Stopper"" Stauber.


I believe this is how they are...I know it is Gretzky and Sandstrom, but he
has been putting a number of people on left.  Also the Carson, Robataille
Kurri line once ignited, will light the fire of the other lines.
(Hopefully!)

It is evident that the scoring drought is getting to Luc, after his slight
breakaway in the third (I think) he was steamed on the bench, this emotion
might help him break his streak.  Also, I have noticed Blake has had a few
really good chances to score, but has fanned, or shot wide.  Is the injury
still affecting him?  


The E
    D
    G
    E"
sports,"Well, I will have to change the scoring on my playoff pool.  Unfortunately
I don't have time right now, but I will certainly post the new scoring
rules by tomorrow.  Does it matter?  No, you'll enter anyway!!!  Good!

--
    Keith Keller				LET'S GO RANGERS!!!!!
						LET'S GO QUAKERS!!!!!
	kkeller@mail.sas.upenn.edu		IVY LEAGUE CHAMPS!!!!"
sports,"So if Potvin can pound on Dino, what happens when Dino pounds 
on him?  If Dino gets his legs slashed, can he slash Potvin
in return?  This year at a UM-LSSU hockey game, a UM player
was called for a slash when he hit the goalie's glove with
his stick.  Is that slashing, while hitting someone's ankles
isn't?  How do the refs know what to call?  Do the goalies
get more liberties than other players?
"
computer,"I'm using DRDOS 6.0 with SuperStor for nearly 2 years now, and I'm wondering, if
MSDOS 6.0 could keep up with it at last. Is there anybody who tried out both? 
What about this Double-Disk ? (had lots of problems with SStor too.)
How much memory do you get? (I've got 616K with EMM and SStor)
What about the on-line help (Really great in DRDOS)
Any help appreciated."
computer,"Hello All!

I recently acquired a CD-ROM drive, a Mitsumi (mfg. Feb/93)   [Hey, it
was free :-)   ]    I'm quite pleased with the performance, but it seems
to crash a lot when I use PLAYCD.EXE that came with it a DESQview 2.31 -
Thoughts?  This mainly happens when my BBS is running in the background and
I load the program up.. If I load the program, it doesn't crash, and I start
the disk, stop the program and start the BBS its OK, but otherwise I have
big problems.. (IE, they can only be solved with a cold boot).

If -anybody- can mail me to help me, I would be eternally grateful 
(unfortunately, my feed to this group is a little unreliable so I would appreciate
 if you could mail, but by all means, post it too because I'm sure somebody else 
 would like to know...)

Cheers,
Wes"
computer,"I have had a Zeos for a couple months.  While the experience was not
painless or perfect, it was way better than that endured by most (7
people I personally know) who have ordered Gateways.  (Of course,
several of the Gateway buyers were rewarded by getting free stuff as
Gateway can't seem to keep track of what it has or hasn't sent
out...B{) 

I got the 1 MB Viper card.  The first one was defective, but Zeos
replaced it with only minor hassles.  This one works fine.  I haven't
noticed any problems in any of my applications.  I also ordered it
because of all the complaints about the ATI a few months ago.  Guess
you can choose either buggy state-of-the-art stuff, or robust average
stuff.... 

For my particular configuration (tower, 300 watt supply, pkg#3, no
monitor, viper, etc.) the Zeos was slightly cheaper than Gateway,
Austin, etc.  But this can change from month to month."
computer,"It depends on what you'd like your joystick for.  I've seen Gravis
joysticks at Radio Shack.  They seemed flimsy and didn't fit well in my
hand.  I have heard on c.s.i.p.games that they don't last well (less than
a year) on flightsims.  One redeeming feature does seem to be the ability
to adjust the tension of the stick.

I recently purchased a CH Flightstick.  There aren't any suction cups and
no tension adjusters but otherwise it seems to be an excellent joystick. 
I'm currently using it for the Wing Commander series and Red Baron.  Works
quite well.  The large base does not require a steadying hand and so
leaves it free.  The buttons provide good tactile response (you can hear
and feel them well).  There are other models made by CH that can go up or
down in features.

For price comparison Gravis analogue joysticks sell for ~$35.00 here
compared to the $45.00 I paid for a CH Flightstick.  I think the extra
$10.00 is worth it just in feel.  Best thing to do is to ask a salesperson
to let you try them out or at least feel it before you buy.

Just another note, analogue joysticks are best for flightsims or something
that needs sensitive touch.  If you're only playing games such as Castle
Wolfenstein or some other game that only uses digital input (ie. only up,
down, left, etc. instead of 'how much right') you might want to look into
a Gravis gamepad.  They look like a Nintendo control pad but I don't know
much beyond that."
computer,": I have a 5 1/4"" drive as drive A.  How can I make the system boot from
: my 3 1/2"" B drive?  (Optimally, the computer would be able to boot
: from either A or B, checking them in order for a bootable disk.  But
: if I have to switch cables around and simply switch the drives so that
: it can't boot 5 1/4"" disks, that's OK.  Also, boot_b won't do the trick
: for me.)
: 
: Thanks,
:   Davebo
We had the same issue plague us for months on our Gateway.  I finally
got tired of it so I permanently interchanged the drives.  The only
reason I didn't do it in the first place was because I had several
bootable 5-1/4's and some 5-1/4 based install disks which expected
the A drive.  I order all new software (and upgrades) to be 3-1/2 and
the number of ""stupid"" install programs that can't handle an alternate
drive are declining with time - the ones I had are now upgraded.  And
as for the bootable 5-1/4's I just cut 3-1/2 replacements.

If switching the drives is not an option, you might be able to wire up
a drive switch to your computer chasis.  I haven't tried it but I think
it would work as long as it is wired carefully."
computer,"I'm trying to transfer some software between two machines 
	and I'm having real trouble.  My own Intel 14.4k (
	v32/v32bis/v42/v42bis) works fine--I just talk to it
	at 56k and everything comes out clear.  This other modem,
	at the other machine, is a ""Turbomodem+"" from ""The 
	Complete PC"" (the machines are in seperate houses, 
	so a direct serial link is impossible, and copying this
	much data to disk is a pain--easier to turn the machines
	on for a few hours and go see a movie--no, this is not
	pirated software).

	I am having no end of trouble trying to set it up.  It will
	dial and connect just fine--at 9600 baud.  But if I try to
	set the comm at 19k2, 38.4k or 56kbps, the stupid thing
	connects, but just gives garbage (it connects 14.4k).  
	His machine (a dx48633) has a 16550AFN UART, so that's
	not the problem.

	It seems to me that the stupid thing wants to talk to 	
	a comm program _at_ 14.400bps, even though it will take
	dialing instructions at 56k (and respond OK, etc. to 
	other commands).  I don't have a comm program that can
	do precisely 14.4k.  

	I looked at the manual but it was unclear.  All I know is,
	I didn't have this trouble with the Intel--it came
	ready to connect this way.  Do I need to initialize it
	any way in particular?

	Also, it's _using_ V.42bis and V.42 (and MNP5) when connecting
	here (i.e., at 9600, since our tests at 14k4 are zip so far)
	but it doesn't _say_ so there.  any ideas?

	(BTW:  I tried the initialization string that I use for
	my modem, but it just gives ERROR on that one)"
computer,"In evolution of 80-x86 data path width has been doubled from 
8 to 16 t0 32 bits but the speed of data processing has not increased at
same rate.The question is Why? What is relationship bettween data path width and data processing speed?
Thanks in advance for the input.
Robert."
computer,"I have heard that there is something called a $25.00 Network that allows
two PC's to be networked by joining their serial ports.  Does someone out
there know anything about this?  I would greatly appreciate e-mail on this!

Thanks!   tschewe@first.etc.bc.ca"
computer,"To all netters,

  In my last post that concerning about the CYRIX 486DLC CPU, I said the
benchmark program COMPTEST stated there is a bug in CYRIX CPUs. This is NOT
true and I must apologize to the author of COMPTEST. The actual program
that gives this report is F-PROT 2.07, a virus detection and removal
program. The report stated there is a bug in the Cx486SLC but not DLC.
Sorry, sorry, sorry..."
computer,"
Yep.  I've done this, too.  The trick is to use a tiny screwdriver and push
down on the ""latch"" of each pin and then pull it out of the connector.  Label
each one first with tape so you don't get them confused after you've pulled
them out.  Compare the pinout tables in the Mitsumi and Soundblaster manuals
to get the correct orientation.
"
computer,"I writing a program that uses the parallel port. My problem is that I need to
generate an interrupt when the ack line is pulsed. I can get this to occur  
once, but am unable to generate succesive interrupts.

Can someone suggest how I may resolve this problem."
